sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
26 - 1,ผบE.4715/2565,ห้องชุด,0,0,24.48,1566720.0,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,"2292,2293,2291,19273,19286,19287",150000.0,"{'1': {'date': '21/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '12/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '02/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '23/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '13/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '04/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,1566720.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c367-273p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4715&law_suit_year=2565&deed_no=2292,2293,2291,19273,19286,19287&addrno=367/273",21/8,13.81283265,100.59485068,20240802.0,ถอนการยึด,"['20240621', '20240712', '20240802', '20240823', '20240913', '20241004']",3.0,0.0,1566720.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c367-273p.jpg,2024-07-12,
26 - 1,ผบE.9778/2565,ห้องชุด,0,0,22.11,1379664.0,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,"8797,24809,24810,24811,24812",150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,1379664.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/c845-453p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.9778&law_suit_year=2565&deed_no=8797,24809,24810,24811,24812&addrno=845/453",22/8,13.76302198,100.6405584,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,1379664.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/c845-453p.jpg,2024-07-12,
26 - 1,ผบE.935/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,26.9,3483105.0,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,2724,250000.0,"{'1': {'date': '24/05/2567', 'sta': 'ขายได้'}, '2': {'date': '14/06/2567', 'sta': 'ขายได้'}, '3': {'date': '05/07/2567', 'sta': 'ขายได้'}, '4': {'date': '26/07/2567', 'sta': 'ขายได้'}, '5': {'date': '16/08/2567', 'sta': 'ขายได้'}, '6': {'date': '06/09/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,3483105.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/2724p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.935&law_suit_year=2566&deed_no=2724&addrno=299/100,23/8,13.79120822,100.58803162,20240726.0,ขายได้,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,3483105.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/2724p.jpg,2024-07-12,
26 - 1,ผบE.1157/2565,ห้องชุด,0,0,23.54,1082840.0,คลองกุ่ม,บึงกุ่ม,กรุงเทพฯ,"21655,21656",150000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'ขายได้'}, '6': {'date': '19/07/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1082840.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c562-72p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1157&law_suit_year=2565&deed_no=21655,21656&addrno=562/72",24/8,13.70521503,100.63318838,20240719.0,ขายได้,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,3.0,757988.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c562-72p.jpg,2024-07-12,
27 - 1,ผบE.3930/2566,ห้องชุด,0,0,28.12,1867168.0,เสนานิคม,จตุจักร,กรุงเทพมหานคร,6021,150000.0,"{'1': {'date': '12/07/2567', 'sta': '-'}, '2': {'date': '02/08/2567', 'sta': '-'}, '3': {'date': '23/08/2567', 'sta': '-'}, '4': {'date': '13/09/2567', 'sta': '-'}, '5': {'date': '04/10/2567', 'sta': '-'}, '6': {'date': '25/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1867168.0,24-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/c41-14p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3930&law_suit_year=2566&deed_no=6021&addrno=41/14,25/8,13.84154759,100.58699355,20240802.0,-,"['20240712', '20240802', '20240823', '20240913', '20241004', '20241025']",2.0,0.0,1867168.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c41-14p.jpg,2024-07-12,
27 - 1,ผบE.192/2566,ห้องชุด,0,0,28.83,1272862.5,บางซื่อ,บางซื่อ,กรุงเทพฯ,170596,150000.0,"{'1': {'date': '27/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '18/05/2567', 'sta': 'ขายได้'}, '3': {'date': '08/06/2567', 'sta': 'ขายได้'}, '4': {'date': '29/06/2567', 'sta': 'ขายได้'}, '5': {'date': '20/07/2567', 'sta': 'ขายได้'}, '6': {'date': '10/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1272862.0,27-02-2567,['https://asset.led.go.th/PPKPicture/2566/12-2566/12/c267-70p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.192&law_suit_year=2566&deed_no=170596&addrno=267/70,26/8,13.81268611,100.52515988,20240720.0,ขายได้,"['20240427', '20240518', '20240608', '20240629', '20240720', '20240810']",5.0,1.0,1145575.0,https://asset.led.go.th/PPKPicture/2566/12-2566/12/c267-70p.jpg,2024-07-12,
27 - 1,ผบ.12065/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,18.0,1419120.0,กูบแดง(คลองถนน),บางเขน,กรุงเทพมหานคร,132141,150000.0,"{'1': {'date': '28/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '19/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '09/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '30/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '20/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '11/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,1419120.0,11-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/132141p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.12065&law_suit_year=2559&deed_no=132141&addrno=37/102,27/8,13.79120822,100.58803162,20240719.0,ถอนการยึด,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,0.0,1419120.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/132141p.jpg,2024-07-12,
27 - 1,ธ.3802/2548,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,84.0,4289040.0,วังทองหลาง,บางกะปิ,กรุงเทพมหานคร,230969,250000.0,"{'1': {'date': '26/07/2567', 'sta': '-'}, '2': {'date': '16/08/2567', 'sta': '-'}, '3': {'date': '06/09/2567', 'sta': '-'}, '4': {'date': '27/09/2567', 'sta': '-'}, '5': {'date': '18/10/2567', 'sta': '-'}, '6': {'date': '08/11/2567', 'sta': '-'}}",ปลอดการจำนอง,4289040.0,22-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/16/230969p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%B8.3802&law_suit_year=2548&deed_no=230969&addrno=1377,28/8,13.76901127,100.60731404,20240726.0,-,"['20240726', '20240816', '20240906', '20240927', '20241018', '20241108']",1.0,0.0,4289040.0,https://asset.led.go.th/PPKPicture/2567/05-2567/16/230969p.jpg,2024-07-12,
27 - 1,ผบ.897/2565,ห้องชุด,0,0,71.96,1201732.0,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,1009,150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,1201732.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/c59-311p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.897&law_suit_year=2565&deed_no=1009&addrno=59/311,29/8,13.8241829,100.61882285,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,1201732.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/c59-311p.jpg,2024-07-12,
27 - 1,ผบ.6053/2562,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,32.0,3101232.0,วังทองหลาง(คลองจั่น),บางกะปิ,กรุงเทพมหานคร,37172,250000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'ขายได้'}, '3': {'date': '05/07/2567', 'sta': 'ขายได้'}, '4': {'date': '26/07/2567', 'sta': 'ขายได้'}, '5': {'date': '16/08/2567', 'sta': 'ขายได้'}, '6': {'date': '06/09/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,3101232.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/37172p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.6053&law_suit_year=2562&deed_no=37172&addrno=90,30/8,13.79120822,100.58803162,20240726.0,ขายได้,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,3101232.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/37172p.jpg,2024-07-12,
27 - 1,ผบ.6053/2562,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,25.0,3101232.0,วังทองหลาง(คลองจั่น),บางกะปิ,กรุงเทพมหานคร,223768,250000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'ขายได้'}, '3': {'date': '05/07/2567', 'sta': 'ขายได้'}, '4': {'date': '26/07/2567', 'sta': 'ขายได้'}, '5': {'date': '16/08/2567', 'sta': 'ขายได้'}, '6': {'date': '06/09/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,3101232.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/37172p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.6053&law_suit_year=2562&deed_no=223768&addrno=88,31/8,13.79120822,100.58803162,20240726.0,ขายได้,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,3101232.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/37172p.jpg,2024-07-12,
28 - 1,ผบ.60/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,20.3,2680862.62,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,18124,150000.0,"{'1': {'date': '03/05/2567', 'sta': 'ขายได้'}, '2': {'date': '24/05/2567', 'sta': 'ขายได้'}, '3': {'date': '14/06/2567', 'sta': 'ขายได้'}, '4': {'date': '05/07/2567', 'sta': 'ขายได้'}, '5': {'date': '26/07/2567', 'sta': 'ขายได้'}, '6': {'date': '16/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,2680862.0,25-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/18124p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.60&law_suit_year=2565&deed_no=18124&addrno=100/46,32/8,13.7683203,100.45286634,20240726.0,ขายได้,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,2680862.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/18124p.jpg,2024-07-12,
28 - 1,ผบE.3882/2564,ห้องชุด,0,0,26.67,1253490.0,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,"21652,21653",150000.0,"{'1': {'date': '21/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '12/07/2567', 'sta': '-'}, '3': {'date': '02/08/2567', 'sta': '-'}, '4': {'date': '23/08/2567', 'sta': '-'}, '5': {'date': '13/09/2567', 'sta': '-'}, '6': {'date': '04/10/2567', 'sta': '-'}}",ปลอดการจำนอง,1253490.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c570-635p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3882&law_suit_year=2564&deed_no=21652,21653&addrno=570/635",33/8,13.77662527,100.66301024,20240802.0,-,"['20240621', '20240712', '20240802', '20240823', '20240913', '20241004']",3.0,1.0,1128141.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c570-635p.jpg,2024-07-12,
28 - 1,ผบ.563/2559,ห้องชุด,0,0,34.23,2765784.0,ลาดยาว,จตุจักร,กรุงเทพมหานคร,11921,150000.0,"{'1': {'date': '28/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '19/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '09/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '30/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '20/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '11/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,2765784.0,11-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c292-642p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.563&law_suit_year=2559&deed_no=11921&addrno=292/642,34/8,13.83120662,100.540173,20240719.0,ถอนการยึด,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,0.0,2765784.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c292-642p.jpg,2024-07-12,
28 - 1,ผบ.187/2565,ห้องชุด,0,0,38.11,2450473.0,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,"15627,19620,19621,19622,19623,19624,19625,19626",150000.0,"{'1': {'date': '12/07/2567', 'sta': '-'}, '2': {'date': '02/08/2567', 'sta': '-'}, '3': {'date': '23/08/2567', 'sta': '-'}, '4': {'date': '13/09/2567', 'sta': '-'}, '5': {'date': '04/10/2567', 'sta': '-'}, '6': {'date': '25/10/2567', 'sta': '-'}}",ปลอดการจำนอง,2450473.0,24-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/c404-596p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.187&law_suit_year=2565&deed_no=15627,19620,19621,19622,19623,19624,19625,19626&addrno=404/596",35/8,13.81645256,100.61046082,20240802.0,-,"['20240712', '20240802', '20240823', '20240913', '20241004', '20241025']",2.0,0.0,2450473.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c404-596p.jpg,2024-07-12,
28 - 1,ผบ.1848/2554,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,23.8,1863440.0,คลองกุ่ม,บึงกุ่ม,กรุงเทพฯ,16907,150000.0,"{'1': {'date': '27/04/2567', 'sta': 'ขายได้'}, '2': {'date': '18/05/2567', 'sta': 'ขายได้'}, '3': {'date': '08/06/2567', 'sta': 'ขายได้'}, '4': {'date': '29/06/2567', 'sta': 'ขายได้'}, '5': {'date': '20/07/2567', 'sta': 'ขายได้'}, '6': {'date': '10/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1863440.0,27-02-2567,['https://asset.led.go.th/PPKPicture/2566/12-2566/12/16907p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1848&law_suit_year=2554&deed_no=16907&addrno=81/21,36/8,13.79120822,100.58803162,20240720.0,ขายได้,"['20240427', '20240518', '20240608', '20240629', '20240720', '20240810']",5.0,0.0,1863440.0,https://asset.led.go.th/PPKPicture/2566/12-2566/12/16907p.jpg,2024-07-12,
28 - 1,ผบE.5103/2566,ห้องชุด,0,0,26.67,1226820.0,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,"21652,21653",150000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,1226820.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/c570-104p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.5103&law_suit_year=2566&deed_no=21652,21653&addrno=570/104",37/8,13.77662527,100.66301024,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,1226820.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/c570-104p.jpg,2024-07-12,
28 - 1,ผบE.2310/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,24.0,1239696.0,คลองกุ่ม,บางกะปิ,กรุงเทพฯ,221918,150000.0,"{'1': {'date': '05/04/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '26/04/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '17/05/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '07/06/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '28/06/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '19/07/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,1239696.0,28-02-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/221918p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2310&law_suit_year=2566&deed_no=221918&addrno=69/398,38/8,13.82812958,100.65198861,20240719.0,ถอนการยึด,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,0.0,1239696.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/221918p.jpg,2024-07-12,
28 - 1,ผบ.131/2557,ห้องชุด,0,0,25.82,1007000.0,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,"2497,2498,2499,2503",150000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '05/07/2567', 'sta': 'ขายได้'}, '4': {'date': '26/07/2567', 'sta': 'ขายได้'}, '5': {'date': '16/08/2567', 'sta': 'ขายได้'}, '6': {'date': '06/09/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1007000.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/c41-421p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.131&law_suit_year=2557&deed_no=2497,2498,2499,2503&addrno=41/421",39/8,13.71793434,100.47709699,20240726.0,ขายได้,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,1.0,906300.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/c41-421p.jpg,2024-07-12,
29 - 1,พ.1820/2562,ห้องชุด,0,0,30.51,1772631.0,หัวหมาก(หัวหมากใต้),บางกะปิ,กรุงเทพมหานคร,1991,150000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '26/07/2567', 'sta': '-'}, '5': {'date': '16/08/2567', 'sta': '-'}, '6': {'date': '06/09/2567', 'sta': '-'}}",ปลอดการจำนอง,1772631.0,04-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/c89-410p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.1820&law_suit_year=2562&deed_no=1991&addrno=89/410,40/8,13.75090044,100.63738646,20240726.0,-,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,3.0,1240841.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/c89-410p.jpg,2024-07-12,
29 - 1,ผบE.92/2566,ห้องชุด,0,0,29.91,1226636.0,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,"2777,2778,2779,2502 (บางส่วน)",150000.0,"{'1': {'date': '21/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '12/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '02/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '23/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '13/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '04/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,1226636.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c581-83p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.92&law_suit_year=2566&deed_no=2777,2778,2779,2502%20(%BA%D2%A7%CA%E8%C7%B9)&addrno=581/83",41/8,13.77128854,100.57583015,20240802.0,ถอนการยึด,"['20240621', '20240712', '20240802', '20240823', '20240913', '20241004']",3.0,0.0,1226636.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c581-83p.jpg,2024-07-12,
29 - 1,ผบE.2124/2565,ห้องชุด,0,0,26.12,1697800.0,บางซื่อ,บางซื่อ,กรุงเทพฯ,"3085,5387,151144-151148,16872,169872",150000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'ขายได้'}, '6': {'date': '19/07/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,1697800.0,08-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c1411-38p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2124&law_suit_year=2565&deed_no=3085,5387,151144-151148,16872,169872&addrno=1411/38",42/8,13.8579464,100.71004105,20240719.0,ขายได้,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,3.0,1188460.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c1411-38p.jpg,2024-07-12,
29 - 1,ผบ.11830/2562,ห้องชุด,0,0,45.28,2327392.0,ดินแดง,ดินแดง,กรุงเทพฯ,1646,150000.0,"{'1': {'date': '27/04/2567', 'sta': '-'}, '2': {'date': '18/05/2567', 'sta': '-'}, '3': {'date': '08/06/2567', 'sta': '-'}, '4': {'date': '29/06/2567', 'sta': '-'}, '5': {'date': '20/07/2567', 'sta': '-'}, '6': {'date': '10/08/2567', 'sta': '-'}}",ปลอดการจำนอง,2327392.0,27-02-2567,['https://asset.led.go.th/PPKPicture/2566/12-2566/12/c614-7p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.11830&law_suit_year=2562&deed_no=1646&addrno=614/7,43/8,13.78568198,100.67912915,20240720.0,-,"['20240427', '20240518', '20240608', '20240629', '20240720', '20240810']",5.0,0.0,2327392.0,https://asset.led.go.th/PPKPicture/2566/12-2566/12/c614-7p.jpg,2024-07-12,
29 - 1,มย.194/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,22.5,2262384.0,จอมพล,จตุจักร,กรุงเทพมหานคร,8802,150000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขาย'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,2262384.0,11-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/8802p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2566&deed_no=8802&addrno=92/4,44/8,13.79623293,100.56541733,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,0.0,2262384.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/8802p.jpg,2024-07-12,
29 - 1,ผบE.1222/2566,ห้องชุด,0,0,44.04,3236940.0,สามเสนใน(บางซื่อฝั่งใต้),ดุสิต(บางซื่อ),กรุงเทพมหานคร,7282,250000.0,"{'1': {'date': '26/07/2567', 'sta': '-'}, '2': {'date': '16/08/2567', 'sta': '-'}, '3': {'date': '06/09/2567', 'sta': '-'}, '4': {'date': '27/09/2567', 'sta': '-'}, '5': {'date': '18/10/2567', 'sta': '-'}, '6': {'date': '08/11/2567', 'sta': '-'}}",ปลอดการจำนอง,3236940.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/16/c44-78p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1222&law_suit_year=2566&deed_no=7282&addrno=44/78,45/8,13.78780555,100.54462694,20240726.0,-,"['20240726', '20240816', '20240906', '20240927', '20241018', '20241108']",1.0,0.0,3236940.0,https://asset.led.go.th/PPKPicture/2567/05-2567/16/c44-78p.jpg,2024-07-12,
29 - 1,ผบ.542/2558,ห้องชุด,0,0,58.28,2133048.0,ลาดยาว,จตุจักร,กรุงเทพมหานคร,"2053,2133",150000.0,"{'1': {'date': '03/05/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '24/05/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '14/06/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '05/07/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '26/07/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '16/08/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,2133048.0,25-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c1-204p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.542&law_suit_year=2558&deed_no=2053,2133&addrno=1/204",46/8,13.82261217,100.5644255,20240726.0,ถอนการยึด,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,2133048.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c1-204p.jpg,2024-07-12,
