sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
199 - 1,105/2541,ห้องชุด,0,0,30.65,245200.0,ทุ่งสองห้อง(สองห้อง),ดอนเมือง,กรุงเทพมหานคร,"110443, 110444",5000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขาย'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",ปลอดการจำนอง,245200.0,20-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c84-60p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=105&law_suit_year=2541&deed_no=110443,%20110444&addrno=84/60",36/31,13.78514422,100.8017867,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,3.0,171640.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c84-60p.jpg,2024-07-12,
200 - 1,ผบ.5632/2562,ห้องชุด,0,0,31.2,711360.0,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,"25,442,443,444,445,446,447,448,58178,139661,139663",5000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",การจำนองติดไป,711360.0,20-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c417-52p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.5632&law_suit_year=2562&deed_no=25,442,443,444,445,446,447,448,58178,139661,139663&addrno=417/52",37/31,13.63860225,100.51532939,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,497951.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c417-52p.jpg,2024-07-12,
1 - 1,พ.697/2565,หุ้น,0,0,0.0,680000.0,-,-,-,,,,,,,,https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.697&law_suit_year=2565&deed_no=-&addrno=5118007-5124806,38/31,,,,,,,,,,2024-07-12,
1 - 1,791/2538,ห้องชุด,0,0,31.5,315000.0,สีกัน,ดอนเมือง,กรุงเทพมหานคร,28439,25000.0,"{'1': {'date': '26/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '17/07/2567', 'sta': '-'}, '3': {'date': '07/08/2567', 'sta': '-'}, '4': {'date': '28/08/2567', 'sta': '-'}, '5': {'date': '18/09/2567', 'sta': '-'}, '6': {'date': '09/10/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,315000.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/20/c327-276p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=791&law_suit_year=2538&deed_no=28439&addrno=327/276,50/30,13.93618205,100.57772521,20240717.0,-,"['20240626', '20240717', '20240807', '20240828', '20240918', '20241009']",2.0,1.0,283500.0,https://asset.led.go.th/PPKPicture/2567/03-2567/20/c327-276p.jpg,2024-07-12,
174 - 1,พ.868/2566,ห้องชุด,0,0,33.6,5873280.0,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,3048,10000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'เจ้าพนักงานงดขาย'}, '3': {'date': '05/07/2567', 'sta': '-'}, '4': {'date': '26/07/2567', 'sta': '-'}, '5': {'date': '16/08/2567', 'sta': '-'}, '6': {'date': '06/09/2567', 'sta': '-'}}",การจำนองติดไป,5873280.0,04-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/c509-455p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.868&law_suit_year=2566&deed_no=3048&addrno=509/455,1/31,13.7525584,100.53495911,20240726.0,-,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,5873280.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/c509-455p.jpg,2024-07-12,
175 - 1,ผบ.1618/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,21.7,2464149.8,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,11826,5000.0,"{'1': {'date': '24/05/2567', 'sta': 'ขายได้'}, '2': {'date': '14/06/2567', 'sta': 'ขายได้'}, '3': {'date': '05/07/2567', 'sta': 'ขายได้'}, '4': {'date': '26/07/2567', 'sta': 'ขายได้'}, '5': {'date': '16/08/2567', 'sta': 'ขายได้'}, '6': {'date': '06/09/2567', 'sta': 'ขายได้'}}",การจำนองติดไป,2464149.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/11826p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1618&law_suit_year=2565&deed_no=11826&addrno=89/49,2/31,13.8332903,100.62780504,20240726.0,ขายได้,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,2464149.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/11826p.jpg,2024-07-12,
175 - 1,พ.1590/2561,ที่ดินว่างเปล่า,0,0,12.0,360000.0,ตลาดบางเขน,บางเขน,กรุงเทพฯ,25909,50000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,360000.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/25909p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.1590&law_suit_year=2561&deed_no=25909&addrno=-,3/31,13.84564925,100.87760156,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,4.0,251999.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/25909p.jpg,2024-07-12,
175 - 1,ผบ.1723/2559,ห้องชุด,0,0,31.23,545952.0,จตุจักร(บางซ่อน),จตุจักร(บางซื่อ),กรุงเทพมหานคร,"1291,45561",50000.0,"{'1': {'date': '03/05/2567', 'sta': 'โจทก์แถลงงดขาย'}, '2': {'date': '24/05/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '3': {'date': '14/06/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '4': {'date': '05/07/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '5': {'date': '26/07/2567', 'sta': 'งดขายในนัดที่เหลือ'}, '6': {'date': '16/08/2567', 'sta': 'งดขายในนัดที่เหลือ'}}",ปลอดการจำนอง,545952.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c389-136p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1723&law_suit_year=2559&deed_no=1291,45561&addrno=389/136",4/31,13.81344482,100.57934917,20240726.0,งดขายในนัดที่เหลือ,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,545952.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c389-136p.jpg,2024-07-12,
176 - 1,ผบE.692/2565,ห้องชุด,0,0,24.9,1411830.0,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,"12788,12828,12829",5000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '05/07/2567', 'sta': '-'}, '4': {'date': '26/07/2567', 'sta': '-'}, '5': {'date': '16/08/2567', 'sta': '-'}, '6': {'date': '06/09/2567', 'sta': '-'}}",การจำนองติดไป,1411830.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/c595-43p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.692&law_suit_year=2565&deed_no=12788,12828,12829&addrno=595/43",5/31,13.82338834,100.58835393,20240726.0,-,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,2.0,1129464.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/c595-43p.jpg,2024-07-12,
176 - 1,ผบ.11001/2563,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,20.0,2090620.0,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,170146,50000.0,"{'1': {'date': '03/05/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '24/05/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '14/06/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '05/07/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '26/07/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '16/08/2567', 'sta': 'ถอนการยึด'}}",การจำนองติดไป,2090620.0,19-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/170146p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.11001&law_suit_year=2563&deed_no=170146&addrno=294/93,6/31,13.82620022,100.51481792,20240726.0,ถอนการยึด,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,2090620.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/170146p.jpg,2024-07-12,
176 - 1,ผบ.614/2562,ห้องชุด,0,0,20.55,236325.0,คลองถนน,บางเขน,กรุงเทพฯ,162631,50000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,236325.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c564-19p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.614&law_suit_year=2562&deed_no=162631&addrno=564/19,7/31,13.89349,100.61336318,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,4.0,165427.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c564-19p.jpg,2024-07-12,
177 - 1,ผบE.921/2563,ห้องชุด,0,0,31.23,790119.0,จตุจักร(บางซ่อน),จตุจักร(บางซื่อ),กรุงเทพมหานคร,"1291,45561",50000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขาย'}, '2': {'date': '24/05/2567', 'sta': 'งดขาย'}, '3': {'date': '14/06/2567', 'sta': 'ขายได้'}, '4': {'date': '05/07/2567', 'sta': 'ขายได้'}, '5': {'date': '26/07/2567', 'sta': 'ขายได้'}, '6': {'date': '16/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,790119.0,19-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c389-103p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.921&law_suit_year=2563&deed_no=1291,45561&addrno=389/103",8/31,13.81344482,100.57934917,20240726.0,ขายได้,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,0.0,790119.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c389-103p.jpg,2024-07-12,
177 - 1,2681/2546,ห้องชุด,0,0,26.0,299000.0,สีกัน,ดอนเมือง,กรุงเทพฯ,"3617, 6104, 6105",25000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,299000.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c113-152p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=2681&law_suit_year=2546&deed_no=3617,%206104,%206105&addrno=113/152",9/31,13.91627963,100.57705346,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,5.0,209300.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c113-152p.jpg,2024-07-12,
178 - 1,ผบ.20767/2561,ห้องชุด,0,0,39.32,983000.0,ลาดยาว,จตุจักร,กรุงเทพมหานคร,992,50000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",ปลอดการจำนอง,983000.0,20-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c122-3p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.20767&law_suit_year=2561&deed_no=992&addrno=122/3,10/31,13.82608513,100.55330048,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,688100.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c122-3p.jpg,2024-07-12,
178 - 1,ผบ.16195/2553,ห้องชุด,0,0,29.75,312375.0,คลองถนน,บางเขน,กรุงเทพฯ,33321,25000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,312375.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/c492-32p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.16195&law_suit_year=2553&deed_no=33321&addrno=492/32,11/31,13.89538878,100.61737089,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,5.0,218662.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/c492-32p.jpg,2024-07-12,
178 - 1,มย.106/2563,ห้องชุด,0,0,28.16,2759680.0,ลาดยาว,จตุจักร,กรุงเทพมหานคร,2664,5000.0,"{'1': {'date': '24/05/2567', 'sta': 'งดขาย'}, '2': {'date': '14/06/2567', 'sta': 'โจทก์แถลงงดขาย'}, '3': {'date': '05/07/2567', 'sta': '-'}, '4': {'date': '26/07/2567', 'sta': '-'}, '5': {'date': '16/08/2567', 'sta': '-'}, '6': {'date': '06/09/2567', 'sta': '-'}}",การจำนองติดไป,2759680.0,17-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/18/c18-173p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.106&law_suit_year=2563&deed_no=2664&addrno=18/173,12/31,13.67221324,100.60332032,20240726.0,-,"['20240524', '20240614', '20240705', '20240726', '20240816', '20240906']",4.0,0.0,2759680.0,https://asset.led.go.th/PPKPicture/2567/03-2567/18/c18-173p.jpg,2024-07-12,
